Id,SalePrice
1164,263001.828553695
1165,206064.863774848
1166,119035.120380256
1167,203823.714961295
1168,261751.265989917
1169,114378.066961686
1170,142254.141406002
1171,188995.389506199
1172,169135.262084221
1173,263153.592722218
1174,145406.089030583
1175,146961.905828407
1176,126762.714465383
1177,249349.165628209
1178,139659.232926981
1179,194447.319968727
1180,181528.01897152
1181,186772.362600003
1182,183958.490620582
1183,215303.558724934
1184,115310.922299527
1185,119205.043839915
1186,221597.567090926
1187,168896.314999376
1188,146876.292003532
1189,325482.677171472
1190,126393.440700629
1191,146600.391030303
1192,120732.540654625
1193,128169.270605693
1194,151520.014053554
1195,203618.854320335
1196,253746.986213968
1197,110199.118754182
1198,103431.875890048
1199,225680.564746986
1200,243639.951883362
1201,161236.388900344
1202,193337.403592231
1203,168350.431857184
1204,108458.133701889
1205,221800.556453386
1206,239157.173516239
1207,231404.850659602
1208,199179.253402718
1209,215896.169152402
1210,183272.911382165
1211,147146.220924198
1212,152400.933532326
1213,151146.84931942
1214,126130.136538991
1215,175906.888213151
1216,117043.688845419
1217,243443.113041395
1218,166579.126697025
1219,209931.700586708
1220,150544.681932994
1221,120914.980553254
1222,119765.802801027
1223,114597.256877177
1224,125851.656145866
1225,195503.410108037
1226,197516.846178548
1227,141736.429081039
1228,220711.682308409
1229,178790.420189364
1230,207204.199900602
1231,226560.017764975
1232,154165.834114461
1233,450931.677814022
1234,161258.024610919
1235,176098.586701788
1236,201720.055559565
1237,104200.349621367
1238,179584.890375589
1239,101521.583663804
1240,98919.291330993
1241,348967.263724125
1242,140178.067909395
1243,305099.05733839
1244,220350.135432175
1245,174180.272547784
1246,148689.249889582
1247,176482.01304528
1248,257126.295826696
1249,422066.742136907
1250,150705.503660275
1251,124665.027024617
1252,103869.13451779
1253,271117.797910629
1254,162105.119691547
1255,168943.573302164
1256,229735.67362087
1257,174629.252659932
1258,150131.314887732
1259,147454.999997251
1260,155652.812504858
1261,185798.864890973
1262,90658.3548886968
1263,237591.467395595
1264,199791.496469572
1265,100849.223968555
1266,130387.877937539
1267,161798.75472661
1268,309824.856682661
1269,295226.316912695
1270,171171.286913834
1271,362421.110869483
1272,114847.494490762
1273,219455.693576418
1274,342248.412307383
1275,258665.088177506
1276,107584.110611769
1277,162344.694468885
1278,102999.593942065
1279,168246.247265642
1280,174356.107063765
1281,123645.242015017
1282,128471.401665704
1283,407734.898086268
1284,335214.624609397
1285,202541.745181691
1286,125411.117837287
1287,165906.707019096
1288,193378.59804649
1289,239181.803198678
1290,179344.869363168
1291,230030.093931765
1292,210572.675185398
1293,164057.323887463
1294,275177.504213937
1295,254988.730720684
1296,150705.503660275
1297,184964.293885235
1298,306785.123398437
1299,142189.002748229
1300,82034.7396355068
1301,110751.834477064
1302,165725.751642654
1303,231296.373286129
1304,127721.802372503
1305,174242.494758662
1306,218455.904656267
1307,140786.287532648
1308,248646.585183558
1309,126843.444977273
1310,141419.47233037
1311,172646.42138921
1312,167979.825708525
1313,127555.167659468
1314,135246.013509357
1315,107519.379306225
1316,286384.67766595
1317,196855.97753043
1318,123939.236252153
1319,232240.568723666
1320,393805.593916348
1321,163487.080286005
1322,195268.373596127
1323,228029.175038474
1324,116958.129672006
1325,99589.1434503304
1326,132667.565020086
1327,107584.110611769
1328,213471.708168398
1329,111029.932232178
1330,179584.890375589
1331,175709.862827833
1332,138750.203400344
1333,286350.74712315
1334,154705.257083618
1335,138481.193304292
1336,143464.470078022
1337,202541.745181691
1338,266443.217198307
1339,117581.937934396
1340,187576.772335113
1341,124087.83606892
1342,414250.955606604
1343,97893.5179789476
1344,71778.8460435862
1345,148329.022099999
1346,105668.111667782
1347,199152.557577449
1348,252242.174646474
1349,171574.666758953
1350,117745.151931542
1351,132188.60373248
1352,129618.521871964
1353,119807.910731046
1354,130143.871061983
1355,179527.89648428
1356,101851.589958247
1357,186818.94077888
1358,134136.460464634
1359,242450.079661252
1360,135558.177579874
1361,194285.305766568
1362,136889.063400392
1363,196260.750223772
1364,143261.422785374
1365,118007.323637689
1366,136522.341125059
1367,119193.612328943
1368,141170.66992841
1369,171124.65360762
1370,210958.394381116
1371,145157.820002387
1372,118365.904489672
1373,217298.39989136
1374,155542.057068351
1375,100519.383641162
1376,137372.627709932
1377,399629.862365481
1378,155876.411225123
1379,94277.3921098274
1380,211271.122855237
1381,91087.5197165992
1382,88142.2525296845
1383,148625.786052188
1384,95821.0454141258
1385,252772.558650329
1386,164161.691066081
1387,195161.737060382
1388,248195.044518666
1389,182472.453643392
1390,122665.198451035
1391,191199.12619052
1392,242589.523742664
1393,222509.4256396
1394,144661.366263407
1395,131027.251086399
1396,127298.628112044
1397,419652.258434704
1398,128119.208194799
1399,255476.170390411
1400,128726.467031268
1401,115802.775924996
1402,96647.3771554188
1403,143574.090207437
1404,158742.248093303
1405,131958.979131128
1406,294375.712982348
1407,220395.396045123
1408,449826.493656084
1409,139257.908569567
1410,196053.734177305
1411,134041.640791262
1412,118577.200610745
1413,262935.541349774
1414,197404.346927487
1415,161213.092335568
1416,141541.440047182
1417,162780.359714227
1418,143348.56080995
1419,154217.269907129
1420,93309.4270231863
1421,407163.526521175
1422,258653.978831244
1423,105079.658275588
1424,150221.830338358
1425,208910.085461582
1426,256370.88393978
1427,82493.9879004027
1428,185652.435870112
1429,130087.220191196
1430,250532.438181384
1431,326336.774485384
1432,279588.587234643
1433,358926.614582118
1434,123578.062089261
1435,126812.764739576
1436,191307.218858296
1437,140793.726218432
1438,198768.09086986
1439,150537.233760786
1440,144097.845829705
1441,247383.698665825
1442,228924.181907486
1443,199384.339551827
1444,250050.635477909
1445,201466.998950517
1446,196291.398468037
1447,224925.9140278
1448,137887.025043044
1449,92891.3709842796
1450,121506.287439755
