Id,SalePrice
1178,136309.155325495
1179,190620.738119397
1180,180168.159475364
1181,183613.14553401
1182,192614.367847386
1183,237363.498082616
1184,128327.384556256
1185,117530.285557102
1186,207212.966262841
1187,174337.707705817
1188,144697.075158251
1189,332167.234732196
1190,123540.301672454
1191,134731.933882946
1192,119061.459968816
1193,122535.687248064
1194,148554.827438751
1195,217924.120891147
1196,252064.809341375
1197,128158.228380454
1198,101918.639004416
1199,250932.963488984
1200,233972.536822263
1201,157689.224674621
1202,200846.217136774
1203,173531.431212158
1204,111976.350060217
1205,241738.312257823
1206,220706.091662849
1207,229982.971245131
1208,171051.633260823
1209,238179.172476093
1210,191818.903034157
1211,145138.555484743
1212,170014.175857837
1213,150931.541889369
1214,135199.967601484
1215,172311.808534041
1216,135186.824298703
1217,243536.158239077
1218,179967.438060423
1219,210196.408309114
1220,150488.452952189
1221,119797.257012108
1222,118755.886555286
1223,119825.89404208
1224,124152.896674841
1225,204552.205073112
1226,204866.127001809
1227,148480.107056254
1228,235414.904278055
1229,207602.609242537
1230,206903.158900362
1231,215810.025455566
1232,165210.702905472
1233,398682.584822731
1234,149561.505300303
1235,167991.147755931
1236,217500.001767597
1237,84660.3844978525
1238,177020.813037821
1239,88257.2929117934
1240,107688.436593946
1241,334042.485204324
1242,135531.705827682
1243,278717.156384571
1244,208753.735240434
1245,161088.438158693
1246,171057.796392858
1247,178038.380302733
1248,247054.399128017
1249,385330.230616104
1250,146590.988200281
1251,142237.03394749
1252,108759.60295813
1253,285121.991582979
1254,155812.882885623
1255,158321.542865813
1256,214242.369770192
1257,172030.882791184
1258,162569.27440198
1259,139751.451540501
1260,152410.179580854
1261,183835.343693564
1262,80408.2869217476
1263,228243.385500447
1264,190025.627699198
1265,102011.64784452
1266,126546.145185312
1267,167357.165326397
1268,275780.036876341
1269,321659.785851155
1270,149009.466782261
1271,322705.095561233
1272,116575.794769401
1273,246606.708271242
1274,359038.30431194
1275,250924.044249057
1276,118131.648495589
1277,171390.192424823
1278,99024.4176513442
1279,169110.774763677
1280,170689.809064984
1281,122248.127894626
1282,129422.296321263
1283,335446.029856864
1284,328031.219851029
1285,206891.234665445
1286,134496.599446463
1287,169497.287888559
1288,189028.168626506
1289,210665.884647265
1290,165195.335246292
1291,234886.245319067
1292,239310.78263307
1293,163759.766568353
1294,253183.337338159
1295,235836.289064384
1296,144429.102123547
1297,175169.430192406
1298,272878.9408642
1299,150426.408552977
1300,72983.8800376124
1301,122600.138857338
1302,167470.965548965
1303,218909.877668426
1304,132562.954257576
1305,190879.058033981
1306,217569.649599853
1307,152384.205577948
1308,245373.12665486
1309,120629.052057228
1310,143322.078619667
1311,170064.453599322
1312,172855.073390796
1313,129479.582172122
1314,137791.402161697
1315,106595.685920425
1316,278936.447961105
1317,187215.797328327
1318,133152.1206269
1319,191680.837206415
1320,362409.729627709
1321,178057.756296237
1322,206389.937328063
1323,226481.35094687
1324,118065.966267542
1325,107067.754080612
1326,136086.114486023
1327,125540.297950623
1328,214192.842857302
1329,122357.756201462
1330,176253.50302485
1331,189650.753708556
1332,142634.375765584
1333,248514.781140227
1334,139708.829278956
1335,121324.182267015
1336,143854.98727851
1337,194703.575021915
1338,255966.42769932
1339,114042.241557209
1340,168229.755417985
1341,124531.038344223
1342,362657.137787581
1343,94207.8171768937
1344,86841.9710866015
1345,158273.450394297
1346,114562.150964781
1347,208724.350598236
1348,261696.209796425
1349,174424.669043347
1350,110889.018208976
1351,132677.758074027
1352,120053.408470609
1353,133460.791578519
1354,128623.374017462
1355,184524.296875162
1356,128000.438601481
1357,197224.916627253
1358,131881.926146536
1359,236282.619331511
1360,133912.430805853
1361,185343.560557514
1362,154585.083059806
1363,195218.739321072
1364,146952.074218044
1365,115464.298336484
1366,150731.913351059
1367,125448.030137178
1368,134259.511024232
1369,179216.667045089
1370,201095.311201031
1371,137035.505368161
1372,124449.469292778
1373,216313.03781222
1374,163374.118437572
1375,106466.35735027
1376,133650.960917802
1377,365809.452026437
1378,134786.53797559
1379,102062.197302211
1380,215007.628966952
1381,118428.484188087
1382,86773.2428896772
1383,150044.25150823
1384,90107.7693993928
1385,240528.244614749
1386,177665.424356328
1387,202593.281050533
1388,222873.830217636
1389,183409.732763353
1390,109808.292591142
1391,223563.318162382
1392,245737.572511953
1393,204942.143754948
1394,143297.781154523
1395,136529.536603907
1396,101638.376162208
1397,406824.597381936
1398,134395.577471445
1399,270683.655792204
1400,140607.718720791
1401,122583.341952952
1402,114746.60014545
1403,147123.183448963
1404,165662.852539561
1405,130773.425452095
1406,249394.472334845
1407,178854.412610323
1408,378171.868363039
1409,163369.251982448
1410,203145.799750943
1411,142080.401693621
1412,124488.654733523
1413,241046.609482085
1414,205192.418571321
1415,151654.053653356
1416,148034.983658918
1417,158364.792597683
1418,131143.953707478
1419,176502.124100056
1420,95274.844552236
1421,437578.225115726
1422,235525.675503288
1423,114971.188242455
1424,152056.785682344
1425,229873.146318324
1426,270318.761077107
1427,90634.8526960649
1428,200904.111035388
1429,140764.519542978
1430,232986.914619004
1431,264610.456996759
1432,270909.384976655
1433,344373.396831846
1434,114443.962212733
1435,134088.73435443
1436,177728.234429894
1437,140172.754850769
1438,212466.650958245
1439,143654.705831902
1440,143210.294291633
1441,237355.71802082
1442,221640.382665503
1443,221284.402434221
1444,283798.974581143
1445,226099.093452391
1446,193734.926319983
1447,237072.210856888
1448,144837.073687583
1449,89308.2931573087
1450,127561.342195962
